address,area,constraction_year,rooms,bedrooms,bathrooms,balcony,storage,parking,furnished,garage,garden,energy,facilities,zip,neighborhood,rent
1102 TE Amsterdam (Venserpolder West),62.0,1984,3,2,1,yes,yes,no,yes,no,Not present,C,"Storage space, Shower",1102 TE,Venserpolder West,1450
1102 ED Amsterdam (Rechte H-buurt),90.0,1969,5,4,1,no,no,no,no,no,Not present,F,None,1102 ED,Rechte H-buurt,2100
1102 ED Amsterdam (Rechte H-buurt),90.0,1969,5,4,1,no,no,no,no,no,Not present,F,None,1102 ED,Rechte H-buurt,1900
1102 GJ Amsterdam (Rechte H-buurt),74.0,1970,2,1,1,no,no,no,yes,no,"Present (45 m², located on the south)",A,Bath,1102 GJ,Rechte H-buurt,1350
1102 EB Amsterdam (Rechte H-buurt),93.0,1969,4,3,1,no,no,no,yes,no,Not present,D,None,1102 EB,Rechte H-buurt,1800
1102 JZ Amsterdam (F-buurt),107.0,2010,3,2,1,yes,no,yes,yes,no,Not present,None,None,1102 JZ,F-buurt,1950
1102 JZ Amsterdam (F-buurt),107.0,2010,3,2,1,yes,no,yes,yes,no,Not present,None,None,1102 JZ,F-buurt,1775
1102 VD Amsterdam (Venserpolder West),57.0,1984,2,1,1,yes,no,no,yes,no,Not present,C,None,1102 VD,Venserpolder West,1350
1102 AB Amsterdam (F-buurt),118.0,2007,4,3,1,yes,no,no,no,no,Not present,A,Toilet,1102 AB,F-buurt,1850
1102 AB Amsterdam (F-buurt),118.0,2007,4,3,1,yes,yes,yes,no,yes,Not present,A,"Storage space, Toilet",1102 AB,F-buurt,1850
1102 NE Amsterdam (Hoptille),55.0,1981,2,1,1,yes,yes,no,yes,no,Not present,E,"Lift, Storage space",1102 NE,Hoptille,1400
1102 SX Amsterdam (Venserpolder West),100.0,2006,3,2,1,yes,yes,yes,yes,yes,Not present,A,"Lift, Storage space, Shower, Toilet",1102 SX,Venserpolder West,1650
1102 VK Amsterdam (Venserpolder West),109.0,1984,7,6,1,yes,yes,no,no,no,Not present,C,"Storage space, Toilet",1102 VK,Venserpolder West,2200
1102 VS Amsterdam (Venserpolder West),55.0,1984,2,1,1,yes,yes,yes,yes,no,Not present,C,"Storage space, Shower",1102 VS,Venserpolder West,1450
1102 SR Amsterdam (Venserpolder West),50.0,2006,2,1,1,no,yes,yes,yes,no,Not present,A,"Lift, Storage space, Shower, Toilet",1102 SR,Venserpolder West,1195
1102 SR Amsterdam (Venserpolder West),50.0,2006,2,1,1,no,no,no,no,no,Not present,A,"Shower, Bath, Toilet",1102 SR,Venserpolder West,1575
1102 JW Amsterdam (F-buurt),106.0,2010,4,3,1,yes,no,no,yes,no,Not present,A,Toilet,1102 JW,F-buurt,1750
1102 ST Amsterdam (Venserpolder West),104.0,2005,4,3,1,yes,yes,yes,no,yes,Not present,A,"Storage space, Toilet",1102 ST,Venserpolder West,1750
1073 VA Amsterdam (Van der Helstpleinbuurt),43.0,1920,3,2,1,yes,no,no,no,no,Not present,A,None,1073 VA,Van der Helstpleinbuurt,1465
1073 RZ Amsterdam (Van der Helstpleinbuurt),63.0,1930,3,2,1,yes,no,no,yes,no,Not present,C,Shower,1073 RZ,Van der Helstpleinbuurt,1895
1073 RZ Amsterdam (Van der Helstpleinbuurt),60.0,1900,3,2,1,yes,no,no,yes,no,Not present,None,None,1073 RZ,Van der Helstpleinbuurt,1675
1073 VN Amsterdam (Sarphatiparkbuurt),70.0,1906,3,2,1,no,no,no,yes,no,Not present,D,None,1073 VN,Sarphatiparkbuurt,1950
1073 ER Amsterdam (Van der Helstpleinbuurt),88.0,1903,3,2,1,no,no,no,no,no,Not present,A,None,1073 ER,Van der Helstpleinbuurt,2000
1073 ER Amsterdam (Van der Helstpleinbuurt),36.0,1903,2,1,1,yes,no,no,no,no,Not present,A,None,1073 ER,Van der Helstpleinbuurt,1500
1073 ER Amsterdam (Van der Helstpleinbuurt),52.0,2006,3,2,1,yes,yes,no,no,no,Not present,A,"Storage space, Shower, Toilet",1073 ER,Van der Helstpleinbuurt,1650
1073 ER Amsterdam (Van der Helstpleinbuurt),88.0,1903,3,2,1,no,no,no,no,no,Not present,A,None,1073 ER,Van der Helstpleinbuurt,2000
1073 ER Amsterdam (Van der Helstpleinbuurt),42.0,1903,2,1,1,no,no,no,no,no,Not present,A,Roof terrace,1073 ER,Van der Helstpleinbuurt,1650
1073 BK Amsterdam (Sarphatiparkbuurt),34.0,1930,2,1,1,yes,no,no,no,no,Not present,A,Toilet,1073 BK,Sarphatiparkbuurt,1295
1073 SW Amsterdam (Burgemeester Tellegenbuurt Oost),95.0,2006,3,2,1,yes,yes,yes,yes,yes,Not present,None,"Lift, Storage space",1073 SW,Burgemeester Tellegenbuurt Oost,1850
1073 SW Amsterdam (Burgemeester Tellegenbuurt Oost),95.0,2006,3,2,1,yes,no,yes,yes,yes,Not present,None,Toilet,1073 SW,Burgemeester Tellegenbuurt Oost,1850
1073 SW Amsterdam (Van der Helstpleinbuurt),90.0,2004,3,2,1,yes,no,yes,yes,yes,Not present,None,"Lift, Shower, Toilet",1073 SW,Van der Helstpleinbuurt,2250
1073 SW Amsterdam (Burgemeester Tellegenbuurt Oost),95.0,2006,3,2,1,yes,yes,yes,yes,yes,Not present,None,"Lift, Storage space",1073 SW,Burgemeester Tellegenbuurt Oost,1850
1073 SL Amsterdam (Van der Helstpleinbuurt),110.0,1908,3,2,1,yes,no,no,yes,no,Not present,G,"Roof terrace, Bath",1073 SL,Van der Helstpleinbuurt,2490
1073 SL Amsterdam (Van der Helstpleinbuurt),110.0,1908,3,2,1,yes,no,no,yes,no,Not present,G,"Roof terrace, Bath",1073 SL,Van der Helstpleinbuurt,2490
1073 TJ Amsterdam (Van der Helstpleinbuurt),50.0,1903,3,2,1,no,no,no,no,no,Not present,None,None,1073 TJ,Van der Helstpleinbuurt,1695
1073 AZ Amsterdam (Sarphatiparkbuurt),80.0,1878,3,2,2,yes,no,yes,yes,no,Not present,B,None,1073 AZ,Sarphatiparkbuurt,2250
1073 AZ Amsterdam (Sarphatiparkbuurt),80.0,1878,3,2,2,yes,no,yes,yes,no,Not present,B,None,1073 AZ,Sarphatiparkbuurt,2250
1073 GJ Amsterdam (Van der Helstpleinbuurt),73.0,2017,3,2,1,no,no,yes,yes,no,Not present,A,"Lift, Toilet",1073 GJ,Van der Helstpleinbuurt,2000
1073 GJ Amsterdam (Van der Helstpleinbuurt),53.0,2017,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Toilet",1073 GJ,Van der Helstpleinbuurt,1600
1073 GJ Amsterdam (Van der Helstpleinbuurt),55.0,2005,2,1,1,yes,no,yes,yes,yes,Not present,A,"Lift, Roof terrace, Toilet",1073 GJ,Van der Helstpleinbuurt,1800
1073 BS Amsterdam (Sarphatiparkbuurt),35.0,1900,2,1,1,no,no,no,yes,no,Not present,B,Bath,1073 BS,Sarphatiparkbuurt,1525
1073 BS Amsterdam (Sarphatiparkbuurt),38.0,1900,2,1,1,no,no,no,yes,no,Not present,B,Bath,1073 BS,Sarphatiparkbuurt,1450
1073 RB Amsterdam (Burgemeester Tellegenbuurt Oost),67.0,1923,2,1,1,no,no,yes,yes,no,Not present,None,None,1073 RB,Burgemeester Tellegenbuurt Oost,1700
1073 RB Amsterdam (Burgemeester Tellegenbuurt Oost),75.0,1923,3,2,1,no,yes,no,yes,no,"Present (26 m², located on the south-east)",F,"Storage space, Shower",1073 RB,Burgemeester Tellegenbuurt Oost,1950
1073 RB Amsterdam (Burgemeester Tellegenbuurt Oost),67.0,1923,2,1,1,no,no,yes,yes,no,Not present,None,None,1073 RB,Burgemeester Tellegenbuurt Oost,1700
1073 CK Amsterdam (Sarphatiparkbuurt),115.0,1900,3,2,1,no,no,no,yes,no,Not present,D,None,1073 CK,Sarphatiparkbuurt,2350
1073 ED Amsterdam (Van der Helstpleinbuurt),93.0,1875,3,2,1,yes,no,no,yes,no,Not present,D,Toilet,1073 ED,Van der Helstpleinbuurt,2450
1073 ED Amsterdam (Van der Helstpleinbuurt),80.0,1892,3,2,1,yes,no,yes,yes,no,Not present,D,Toilet,1073 ED,Van der Helstpleinbuurt,2250
1073 ED Amsterdam (Van der Helstpleinbuurt),93.0,1875,3,2,1,yes,no,no,yes,no,Not present,D,Toilet,1073 ED,Van der Helstpleinbuurt,2450
1073 ED Amsterdam (Van der Helstpleinbuurt),93.0,1892,3,2,1,yes,no,yes,yes,no,Not present,D,Toilet,1073 ED,Van der Helstpleinbuurt,2250
1073 AV Amsterdam (Gerard Doubuurt),85.0,1905,3,2,1,no,no,no,no,no,Not present,None,Bath,1073 AV,Gerard Doubuurt,1800
1073 SB Amsterdam (Burgemeester Tellegenbuurt Oost),85.0,2005,4,3,1,yes,yes,no,yes,no,Not present,B,Storage space,1073 SB,Burgemeester Tellegenbuurt Oost,1900
1073 RL Amsterdam (Burgemeester Tellegenbuurt Oost),55.0,1923,2,1,1,yes,no,no,yes,no,Not present,None,None,1073 RL,Burgemeester Tellegenbuurt Oost,1500
1073 BR Amsterdam (Sarphatiparkbuurt),45.0,2013,2,1,1,no,no,yes,no,no,Not present,None,Toilet,1073 BR,Sarphatiparkbuurt,1350
1073 BR Amsterdam (Sarphatiparkbuurt),45.0,2013,2,1,1,no,no,no,no,no,Not present,None,Toilet,1073 BR,Sarphatiparkbuurt,1350
1073 CV Amsterdam (Sarphatiparkbuurt),130.0,1890,4,3,2,no,yes,no,yes,no,Not present,F,"Storage space, Shower, Bath, Toilet",1073 CV,Sarphatiparkbuurt,2250
1073 SE Amsterdam (Burgemeester Tellegenbuurt Oost),54.0,1920,2,1,1,no,no,no,yes,no,Not present,None,None,1073 SE,Burgemeester Tellegenbuurt Oost,1650
1073 SK Amsterdam (Van der Helstpleinbuurt),58.0,1909,3,2,1,yes,no,no,no,no,Not present,G,"Shower, Toilet",1073 SK,Van der Helstpleinbuurt,1850
1073 XH Amsterdam (Gerard Doubuurt),266.0,1912,4,3,2,no,yes,yes,no,yes,"Present (20 m², located on the north-east)",D,"Air-conditioning, Fireplace, Storage space, Shower, Bath, Toilet",1073 XH,Gerard Doubuurt,5000
1073 XR Amsterdam (Gerard Doubuurt),33.0,1915,1,1,1,yes,no,no,yes,no,Not present,C,"Shower, Toilet",1073 XR,Gerard Doubuurt,1350
1073 TK Amsterdam (Van der Helstpleinbuurt),55.0,1906,2,1,1,yes,no,no,yes,no,Not present,D,Shower,1073 TK,Van der Helstpleinbuurt,1500
1073 VM Amsterdam (Sarphatiparkbuurt),55.0,1902,2,1,1,yes,no,no,yes,no,Not present,C,Toilet,1073 VM,Sarphatiparkbuurt,1450
1012 SR Amsterdam (Spuistraat Noord),55.0,1800,4,3,2,no,yes,no,yes,no,Not present,D,"Storage space, Bath",1012 SR,Spuistraat Noord,1750
1012 SE Amsterdam (Spuistraat Noord),80.0,1800,3,2,2,no,no,yes,yes,no,Not present,C,None,1012 SE,Spuistraat Noord,2600
1012 SE Amsterdam (Spuistraat Noord),80.0,1800,3,2,2,no,no,yes,yes,no,Not present,C,None,1012 SE,Spuistraat Noord,2600
1012 NK Amsterdam (Nieuwe Kerk e.o.),45.0,1005,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1012 NK,Nieuwe Kerk e.o.,1650
1012 NK Amsterdam (Nieuwe Kerk e.o.),80.0,2018,2,1,1,yes,no,yes,yes,no,Not present,None,Toilet,1012 NK,Nieuwe Kerk e.o.,2450
1012 NK Amsterdam (Nieuwe Kerk e.o.),45.0,1005,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1012 NK,Nieuwe Kerk e.o.,1625
1012 NK Amsterdam (Nieuwe Kerk e.o.),80.0,2018,2,1,1,yes,no,yes,yes,no,Not present,None,Toilet,1012 NK,Nieuwe Kerk e.o.,2450
1012 TV Amsterdam (Spuistraat Noord),42.0,1610,2,1,1,no,no,no,yes,no,Not present,None,None,1012 TV,Spuistraat Noord,1850
1012 TV Amsterdam (Spuistraat Noord),42.0,1610,2,1,1,no,no,no,yes,no,Not present,None,None,1012 TV,Spuistraat Noord,1749
1012 DP Amsterdam (Burgwallen Oost),66.0,1950,2,1,1,no,no,no,yes,no,Not present,None,None,1012 DP,Burgwallen Oost,1500
1012 DP Amsterdam (Burgwallen Oost),66.0,1950,2,1,1,no,no,no,yes,no,Not present,None,Toilet,1012 DP,Burgwallen Oost,1400
1012 EJ Amsterdam (Burgwallen Oost),28.0,1900,2,1,1,no,no,no,no,no,Not present,D,Toilet,1012 EJ,Burgwallen Oost,1100
1012 JE Amsterdam (Kop Zeedijk),55.0,2019,2,1,1,no,no,no,yes,no,Not present,A,"Lift, Air-conditioning, Toilet",1012 JE,Kop Zeedijk,1850
1012 JE Amsterdam (Kop Zeedijk),106.0,2019,4,3,3,no,no,no,yes,no,Not present,A++,"Lift, Air-conditioning",1012 JE,Kop Zeedijk,2950
1012 JE Amsterdam (Kop Zeedijk),100.0,2019,3,2,2,no,no,no,yes,no,Not present,A++,"Lift, Air-conditioning, Toilet",1012 JE,Kop Zeedijk,2450
1012 JE Amsterdam (Kop Zeedijk),51.0,2019,2,1,1,no,no,no,yes,no,Not present,A++,"Lift, Air-conditioning, Toilet",1012 JE,Kop Zeedijk,1700
1012 JE Amsterdam (Kop Zeedijk),108.0,2019,4,3,3,no,no,no,yes,no,Not present,A++,"Lift, Air-conditioning, Toilet",1012 JE,Kop Zeedijk,2950
1012 JE Amsterdam (Kop Zeedijk),51.0,2019,2,1,1,no,no,no,yes,no,Not present,A,None,1012 JE,Kop Zeedijk,1650
1012 JE Amsterdam (Kop Zeedijk),106.0,2019,4,3,3,no,no,no,yes,no,Not present,A++,"Lift, Air-conditioning",1012 JE,Kop Zeedijk,2950
1012 JE Amsterdam (Kop Zeedijk),42.0,2019,2,1,1,no,no,no,yes,no,Not present,A,"Lift, Air-conditioning, Toilet",1012 JE,Kop Zeedijk,1650
1012 JE Amsterdam (Kop Zeedijk),41.0,2019,2,1,1,no,no,no,yes,no,Not present,A++,"Lift, Air-conditioning, Toilet",1012 JE,Kop Zeedijk,1650
1012 JD Amsterdam (Kop Zeedijk),40.0,2015,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Toilet",1012 JD,Kop Zeedijk,1550
1012 JD Amsterdam (Kop Zeedijk),60.0,2017,2,1,1,no,no,yes,yes,no,Not present,None,Lift,1012 JD,Kop Zeedijk,1500
1012 LX Amsterdam (Nieuwe Kerk e.o.),85.0,1901,3,2,1,no,no,no,yes,no,Not present,D,Toilet,1012 LX,Nieuwe Kerk e.o.,1900
1012 LX Amsterdam (Nieuwe Kerk e.o.),85.0,1901,3,2,1,no,no,no,yes,no,Not present,D,Toilet,1012 LX,Nieuwe Kerk e.o.,1850
1012 RN Amsterdam (Spuistraat Zuid),53.0,2019,2,1,1,no,no,no,yes,no,Not present,A,None,1012 RN,Spuistraat Zuid,1950
1012 RN Amsterdam (Spuistraat Zuid),57.0,1919,2,1,1,no,no,no,no,no,Not present,None,"Roof terrace, Shower, Toilet",1012 RN,Spuistraat Zuid,1650
1012 RN Amsterdam (Spuistraat Zuid),55.0,2018,2,1,1,no,no,no,yes,no,Not present,A,"Lift, Shower, Toilet",1012 RN,Spuistraat Zuid,1800
1012 RN Amsterdam (Spuistraat Zuid),51.0,2018,2,1,1,yes,yes,no,no,no,Not present,A,"Lift, Storage space, Shower, Toilet",1012 RN,Spuistraat Zuid,1500
1012 RN Amsterdam (Spuistraat Zuid),53.0,2019,2,1,1,no,no,no,yes,no,Not present,A,None,1012 RN,Spuistraat Zuid,1750
1012 RN Amsterdam (Spuistraat Zuid),57.0,1919,2,1,1,no,no,no,no,no,Not present,None,"Roof terrace, Shower, Toilet",1012 RN,Spuistraat Zuid,1550
1012 RZ Amsterdam (Hemelrijk),42.0,2018,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Toilet",1012 RZ,Hemelrijk,1800
1012 JH Amsterdam (Oude Kerk e.o.),75.0,2017,3,2,1,no,no,no,yes,no,Not present,None,"Shower, Toilet",1012 JH,Oude Kerk e.o.,2200
1012 SP Amsterdam (Hemelrijk),65.0,1812,2,1,1,no,no,yes,yes,no,Not present,None,None,1012 SP,Hemelrijk,1250
1012 TA Amsterdam (Hemelrijk),92.0,1905,3,2,1,no,no,no,yes,no,Not present,G,"Lift, Bath, Toilet",1012 TA,Hemelrijk,2350
1012 TA Amsterdam (Hemelrijk),75.0,1906,2,1,1,no,no,yes,yes,no,Not present,None,None,1012 TA,Hemelrijk,1400
1012 DE Amsterdam (Burgwallen Oost),90.0,1628,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1012 DE,Burgwallen Oost,2150
1012 DE Amsterdam (Burgwallen Oost),44.0,1928,2,1,1,no,no,no,yes,no,Not present,E,None,1012 DE,Burgwallen Oost,1350
1012 GD Amsterdam (Kop Zeedijk),70.0,1990,2,1,1,no,no,no,yes,no,Not present,C,None,1012 GD,Kop Zeedijk,1850
1012 EM Amsterdam (Burgwallen Oost),130.0,1750,4,3,1,no,no,no,no,no,Not present,C,"Bath, Toilet",1012 EM,Burgwallen Oost,3250
1012 EM Amsterdam (Burgwallen Oost),70.0,1750,2,1,1,no,no,no,no,no,Not present,C,None,1012 EM,Burgwallen Oost,1950
1012 EM Amsterdam (Burgwallen Oost),80.0,1750,3,2,1,no,no,no,no,no,Not present,C,"Bath, Toilet",1012 EM,Burgwallen Oost,2450
1012 EM Amsterdam (Burgwallen Oost),130.0,1906,3,2,1,no,no,no,no,no,Not present,None,Shower,1012 EM,Burgwallen Oost,2975
1012 EM Amsterdam (Burgwallen Oost),75.0,1900,3,2,1,yes,no,no,no,no,Not present,None,"Lift, Bath, Toilet",1012 EM,Burgwallen Oost,1600
1012 EM Amsterdam (Burgwallen Oost),80.0,1005,3,2,1,no,no,no,no,no,Not present,None,"Shower, Bath",1012 EM,Burgwallen Oost,1995
1012 EM Amsterdam (Burgwallen Oost),70.0,1750,2,1,1,no,no,no,no,no,Not present,C,None,1012 EM,Burgwallen Oost,1650
1012 EM Amsterdam (Burgwallen Oost),130.0,1750,4,3,1,no,no,no,no,no,Not present,C,"Bath, Toilet",1012 EM,Burgwallen Oost,2750
1012 EM Amsterdam (Burgwallen Oost),80.0,1750,3,2,1,no,no,no,no,no,Not present,C,"Bath, Toilet",1012 EM,Burgwallen Oost,1995
1012 EM Amsterdam (Burgwallen Oost),130.0,1906,3,2,1,no,no,no,no,no,Not present,None,Shower,1012 EM,Burgwallen Oost,2750
1012 JC Amsterdam (Oude Kerk e.o.),85.0,2016,3,2,1,no,no,no,yes,no,Not present,E,"Lift, Roof terrace, Shower, Bath, Toilet",1012 JC,Oude Kerk e.o.,2375
1012 JC Amsterdam (Oude Kerk e.o.),85.0,2016,3,2,1,no,no,no,yes,no,Not present,E,"Lift, Roof terrace, Shower, Bath, Toilet",1012 JC,Oude Kerk e.o.,2175
1012 VC Amsterdam (Hemelrijk),100.0,1900,3,2,1,no,no,no,yes,no,Not present,None,Bath,1012 VC,Hemelrijk,2600
1012 VC Amsterdam (Hemelrijk),42.0,1906,2,1,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1012 VC,Hemelrijk,1350
1012 EK Amsterdam (Burgwallen Oost),37.0,1800,2,1,1,no,no,no,yes,no,Not present,C,Bath,1012 EK,Burgwallen Oost,1350
1012 EK Amsterdam (Burgwallen Oost),40.0,1800,2,1,1,no,no,no,yes,no,Not present,C,None,1012 EK,Burgwallen Oost,1150
1012 HX Amsterdam (Oude Kerk e.o.),90.0,1800,2,1,1,no,no,no,yes,no,Not present,None,Shower,1012 HX,Oude Kerk e.o.,1775
1012 HX Amsterdam (Oude Kerk e.o.),90.0,1800,2,1,1,no,no,no,yes,no,Not present,None,"Shower, Toilet",1012 HX,Oude Kerk e.o.,1600
1012 RK Amsterdam (Begijnhofbuurt),30.0,1880,2,1,1,no,yes,yes,yes,no,Not present,B,"Storage space, Shower, Toilet",1012 RK,Begijnhofbuurt,1250
1012 WP Amsterdam (Reguliersbuurt),100.0,2005,3,2,2,no,no,yes,yes,yes,Not present,C,"Lift, Toilet",1012 WP,Reguliersbuurt,2500
1012 WP Amsterdam (Reguliersbuurt),130.0,1800,3,2,2,no,no,no,no,no,Not present,None,"Roof terrace, Shower, Bath, Toilet",1012 WP,Reguliersbuurt,2990
1012 PX Amsterdam (Nieuwe Kerk e.o.),46.0,2013,2,1,1,no,no,yes,yes,no,Not present,None,Toilet,1012 PX,Nieuwe Kerk e.o.,1550
1012 NM Amsterdam (Nieuwe Kerk e.o.),50.0,1905,2,1,1,no,no,yes,yes,no,Not present,None,"Bath, Toilet",1012 NM,Nieuwe Kerk e.o.,1650
1012 NM Amsterdam (Nieuwe Kerk e.o.),50.0,1905,2,1,1,no,no,yes,yes,no,Not present,None,"Bath, Toilet",1012 NM,Nieuwe Kerk e.o.,1650
1012 VR Amsterdam (Spuistraat Zuid),37.0,1906,2,1,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1012 VR,Spuistraat Zuid,1600
1012 GM Amsterdam (Nes e.o.),113.0,1834,3,2,1,no,no,yes,yes,no,Not present,B,Toilet,1012 GM,Nes e.o.,2000
1012 GM Amsterdam (Nes e.o.),113.0,1834,3,2,1,no,no,yes,yes,no,Not present,B,Toilet,1012 GM,Nes e.o.,1850
1012 VD Amsterdam (Spuistraat Noord),107.0,1900,2,1,1,no,yes,no,no,no,Not present,F,Storage space,1012 VD,Spuistraat Noord,1750
1012 EL Amsterdam (Burgwallen Oost),39.0,1906,2,1,1,no,no,yes,yes,no,Not present,None,None,1012 EL,Burgwallen Oost,1400
1012 EL Amsterdam (Burgwallen Oost),39.0,1906,2,1,1,no,no,yes,yes,no,Not present,None,None,1012 EL,Burgwallen Oost,1350
1012 DS Amsterdam (Burgwallen Oost),76.0,1905,2,1,1,no,no,no,yes,no,Not present,E,"Shower, Toilet",1012 DS,Burgwallen Oost,1350
1012 SV Amsterdam (Spuistraat Noord),48.0,1005,2,1,1,no,no,no,yes,no,Not present,F,None,1012 SV,Spuistraat Noord,1475
1012 VG Amsterdam (Spuistraat Noord),120.0,1710,4,3,2,no,no,no,yes,no,Present (12 m²),B,"Bath, Toilet",1012 VG,Spuistraat Noord,2475
1012 VG Amsterdam (Spuistraat Noord),55.0,1994,2,1,1,yes,no,no,yes,no,Not present,C,Lift,1012 VG,Spuistraat Noord,1650
1012 BS Amsterdam (Burgwallen Oost),41.0,2006,2,1,1,yes,no,no,yes,no,Not present,A,"Shower, Toilet",1012 BS,Burgwallen Oost,1600
1012 DV Amsterdam (Burgwallen Oost),57.0,1850,2,1,1,no,no,no,yes,no,Not present,F,Toilet,1012 DV,Burgwallen Oost,1500
1012 SK Amsterdam (Spuistraat Noord),40.0,1800,2,1,1,no,no,no,no,no,Not present,G,Bath,1012 SK,Spuistraat Noord,1350
1012 PM Amsterdam (Begijnhofbuurt),60.0,1886,2,1,1,no,no,no,yes,no,Not present,B,None,1012 PM,Begijnhofbuurt,1450
1012 PM Amsterdam (Begijnhofbuurt),50.0,1900,2,1,1,no,no,no,yes,no,Not present,B,"Shower, Toilet",1012 PM,Begijnhofbuurt,1450
1012 PM Amsterdam (Begijnhofbuurt),50.0,1005,2,1,1,no,no,yes,yes,no,Not present,B,None,1012 PM,Begijnhofbuurt,1450
1012 EX Amsterdam (Nes e.o.),50.0,1790,2,1,1,no,no,yes,yes,no,Not present,D,"Lift, Air-conditioning, Shower, Toilet",1012 EX,Nes e.o.,1400
1012 EX Amsterdam (Nes e.o.),135.0,1906,3,2,1,no,no,yes,yes,no,Not present,D,Toilet,1012 EX,Nes e.o.,2500
1012 CX Amsterdam (BG-terrein e.o.),50.0,1880,2,1,1,no,no,no,no,no,Not present,B,None,1012 CX,BG-terrein e.o.,1645
1012 CX Amsterdam (BG-terrein e.o.),50.0,1880,2,1,1,no,no,no,no,no,Not present,F,Toilet,1012 CX,BG-terrein e.o.,1750
1012 CX Amsterdam (BG-terrein e.o.),50.0,1880,2,1,1,no,no,no,no,no,Not present,F,None,1012 CX,BG-terrein e.o.,1750
1012 XL Amsterdam (Kalverdriehoek),47.0,1908,2,1,1,no,no,no,yes,no,Not present,D,None,1012 XL,Kalverdriehoek,1500
1012 RV Amsterdam (Spuistraat Zuid),70.0,1723,3,2,1,yes,no,no,yes,no,Not present,None,"Bath, Toilet",1012 RV,Spuistraat Zuid,1800
1012 RV Amsterdam (Spuistraat Zuid),90.0,1723,3,2,1,no,no,no,yes,no,Not present,None,None,1012 RV,Spuistraat Zuid,2000
1012 VN Amsterdam (Spuistraat Zuid),80.0,2018,3,2,2,yes,no,yes,yes,no,Not present,None,"Shower, Toilet",1012 VN,Spuistraat Zuid,2500
1012 NG Amsterdam (Nieuwe Kerk e.o.),60.0,1990,4,3,1,yes,no,no,yes,no,Not present,B,"Shower, Toilet",1012 NG,Nieuwe Kerk e.o.,2100
1012 NN Amsterdam (Nieuwe Kerk e.o.),79.0,2017,3,2,1,no,no,no,no,no,Not present,A,Roof terrace,1012 NN,Nieuwe Kerk e.o.,1850
1012 AE Amsterdam (Kop Zeedijk),75.0,1890,3,2,1,no,no,no,yes,no,Not present,None,Bath,1012 AE,Kop Zeedijk,2350
1012 TZ Amsterdam (Spuistraat Noord),110.0,1920,3,2,1,no,no,no,yes,no,Not present,None,"Air-conditioning, Shower",1012 TZ,Spuistraat Noord,2250
1012 GH Amsterdam (Oude Kerk e.o.),2.016,2016,3,2,1,no,no,no,no,no,Not present,D,None,1012 GH,Oude Kerk e.o.,1750
1012 DA Amsterdam (Burgwallen Oost),55.0,1750,2,1,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1012 DA,Burgwallen Oost,1500
1012 NL Amsterdam (Nieuwe Kerk e.o.),55.0,1905,2,1,1,no,no,yes,yes,no,Not present,C,None,1012 NL,Nieuwe Kerk e.o.,1800
1012 NL Amsterdam (Nieuwe Kerk e.o.),70.0,1905,2,1,1,no,no,yes,yes,no,Not present,C,None,1012 NL,Nieuwe Kerk e.o.,1800
1012 HR Amsterdam (Nes e.o.),130.0,1905,3,2,2,no,no,no,yes,no,Not present,D,None,1012 HR,Nes e.o.,2950
1012 BX Amsterdam (Burgwallen Oost),68.0,1005,2,1,1,no,no,yes,yes,no,Not present,None,Bath,1012 BX,Burgwallen Oost,1750
1012 NC Amsterdam (Nieuwendijk Noord),75.0,1999,2,1,1,no,no,yes,yes,no,Not present,C,Toilet,1012 NC,Nieuwendijk Noord,1625
1076 LZ Amsterdam (Van Tuyllbuurt),63.0,1930,3,2,1,no,no,no,no,no,Not present,C,Bath,1076 LZ,Van Tuyllbuurt,1500
1076 VX Amsterdam (Marathonbuurt Oost),68.0,1926,3,2,1,yes,no,no,yes,no,Not present,None,"Shower, Bath, Toilet",1076 VX,Marathonbuurt Oost,2100
1076 RH Amsterdam (Van Tuyllbuurt),80.0,1930,3,2,1,no,no,yes,yes,no,Not present,D,"Bath, Toilet",1076 RH,Van Tuyllbuurt,2000
1076 DK Amsterdam (Olympisch Stadion e.o.),130.0,1928,4,3,1,no,no,no,yes,no,Not present,None,None,1076 DK,Olympisch Stadion e.o.,2000
1076 DK Amsterdam (Olympisch Stadion e.o.),145.0,1931,3,2,1,no,no,no,yes,no,Not present,C,Toilet,1076 DK,Olympisch Stadion e.o.,2650
1076 DK Amsterdam (Olympisch Stadion e.o.),130.0,1928,4,3,1,no,no,no,yes,no,Not present,F,None,1076 DK,Olympisch Stadion e.o.,2000
1076 BB Amsterdam (Prinses Irenebuurt),93.0,1955,3,2,1,yes,no,yes,no,no,Not present,None,None,1076 BB,Prinses Irenebuurt,1800
1076 BB Amsterdam (Prinses Irenebuurt),93.0,1955,3,2,1,yes,no,yes,no,no,Not present,None,None,1076 BB,Prinses Irenebuurt,1800
